Year,State,County,Ownership,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2025,North Carolina,"Richmond County, North Carolina",Federal Government,13,94,92,91,"1,943,979","1,620",0.35,0.49
2025,North Carolina,"Robeson County, North Carolina",Federal Government,23,284,290,290,"5,513,192","1,473",0.4,0.5
2025,North Carolina,"Rockingham County, North Carolina",Federal Government,11,138,145,141,"2,528,422","1,376",0.3,0.35
2025,North Carolina,"Rowan County, North Carolina",Federal Government,21,"2,845","2,820","2,799","80,549,192","2,196",2.87,4.1
2025,North Carolina,"Rutherford County, North Carolina",Federal Government,16,123,125,126,"2,152,222","1,328",0.36,0.38
2025,North Carolina,"Sampson County, North Carolina",Federal Government,15,110,105,106,"1,974,898","1,420",0.31,0.35
2025,North Carolina,"Scotland County, North Carolina",Federal Government,5,47,48,49,"887,041","1,422",0.21,0.22
2025,North Carolina,"Stanly County, North Carolina",Federal Government,14,145,139,138,"2,547,331","1,393",0.3,0.35
2025,North Carolina,"Stokes County, North Carolina",Federal Government,11,67,62,65,"1,086,635","1,293",0.44,0.54
2025,North Carolina,"Surry County, North Carolina",Federal Government,17,165,163,164,"2,739,230","1,285",0.3,0.29
2025,North Carolina,"Swain County, North Carolina",Federal Government,9,111,113,114,"1,865,780","1,274",0.89,0.91
2025,North Carolina,"Transylvania County, North Carolina",Federal Government,11,145,139,138,"3,103,113","1,697",0.75,1.02
2025,North Carolina,"Tyrrell County, North Carolina",Federal Government,4,16,14,17,"243,220","1,194",0.94,0.88
2025,North Carolina,"Union County, North Carolina",Federal Government,16,285,291,289,"6,224,991","1,661",0.19,0.19
2025,North Carolina,"Vance County, North Carolina",Federal Government,8,81,75,76,"1,426,153","1,419",0.28,0.33
2025,North Carolina,"Wake County, North Carolina",Federal Government,86,"6,395","6,397","6,377","167,063,722","2,011",0.5,0.47
2025,North Carolina,"Warren County, North Carolina",Federal Government,7,22,22,24,"391,626","1,329",0.43,0.5
2025,North Carolina,"Washington County, North Carolina",Federal Government,5,27,25,25,"382,810","1,147",0.42,0.38
2025,North Carolina,"Watauga County, North Carolina",Federal Government,12,100,103,102,"1,971,666","1,492",0.22,0.26
2025,North Carolina,"Wayne County, North Carolina",Federal Government,42,"1,166","1,160","1,153","19,630,081","1,302",1.46,1.57
2025,North Carolina,"Wilkes County, North Carolina",Federal Government,18,163,169,170,"3,067,759","1,410",0.47,0.49
2025,North Carolina,"Wilson County, North Carolina",Federal Government,12,128,126,127,"2,398,912","1,453",0.19,0.2
2025,North Carolina,"Yadkin County, North Carolina",Federal Government,8,62,58,64,"1,053,056","1,321",0.33,0.38
2025,North Carolina,"Yancey County, North Carolina",Federal Government,4,36,34,35,"670,020","1,473",0.38,0.44
2025,North Carolina,"Unknown Or Undefined, North Carolina",Federal Government,118,"7,158","7,212","7,093","210,022,181","2,258",1.5,1.03
2025,North Dakota,"Adams County, North Dakota",Federal Government,5,17,20,20,"298,800","1,210",1.2,1.12
2025,North Dakota,"Barnes County, North Dakota",Federal Government,14,53,55,53,"940,472","1,348",0.62,0.66
2025,North Dakota,"Benson County, North Dakota",Federal Government,11,70,67,68,"1,182,722","1,331",1.78,1.76
2025,North Dakota,"Billings County, North Dakota",Federal Government,3,23,25,24,"445,711","1,429",2.64,2.67
2025,North Dakota,"Bottineau County, North Dakota",Federal Government,14,56,54,53,"1,333,462","1,888",1.11,1.67
2025,North Dakota,"Bowman County, North Dakota",Federal Government,6,21,28,22,"416,861","1,355",0.85,0.92
2025,North Dakota,"Burke County, North Dakota",Federal Government,10,91,86,85,"2,992,398","2,636",6.7,9.71
2025,North Dakota,"Burleigh County, North Dakota",Federal Government,39,"1,114","1,120","1,116","25,432,162","1,752",1,1.04
2025,North Dakota,"Cass County, North Dakota",Federal Government,51,"2,649","2,641","2,641","66,604,699","1,938",1.07,1.19
2025,North Dakota,"Cavalier County, North Dakota",Federal Government,9,35,32,35,"752,841","1,703",1.49,1.85
2025,North Dakota,"Dickey County, North Dakota",Federal Government,7,21,20,20,"355,035","1,343",0.46,0.4
2025,North Dakota,"Divide County, North Dakota",Federal Government,8,33,29,29,"771,375","1,956",2.22,3.08
2025,North Dakota,"Dunn County, North Dakota",Federal Government,5,11,13,14,"236,252","1,435",0.37,0.2
2025,North Dakota,"Eddy County, North Dakota",Federal Government,6,18,18,18,"308,800","1,320",1.27,1.74
2025,North Dakota,"Emmons County, North Dakota",Federal Government,9,26,22,25,"430,244","1,360",1.42,1.52
2025,North Dakota,"Foster County, North Dakota",Federal Government,6,23,24,23,"467,800","1,542",0.81,0.9
2025,North Dakota,"Golden Valley County, North Dakota",Federal Government,5,10,9,9,"150,039","1,237",0.75,0.78
2025,North Dakota,"Grand Forks County, North Dakota",Federal Government,45,964,944,946,"26,354,541","2,131",1.21,1.66
2025,North Dakota,"Grant County, North Dakota",Federal Government,8,23,19,20,"293,986","1,094",1.67,1.52
2025,North Dakota,"Griggs County, North Dakota",Federal Government,6,23,20,19,"301,899","1,124",1.31,1.33
2025,North Dakota,"Hettinger County, North Dakota",Federal Government,6,23,21,27,"354,202","1,151",2.13,1.83
2025,North Dakota,"Kidder County, North Dakota",Federal Government,8,17,15,14,"210,031","1,054",1.09,1.01
2025,North Dakota,"LaMoure County, North Dakota",Federal Government,12,38,33,36,"497,046","1,072",1.31,1.15
2025,North Dakota,"Logan County, North Dakota",Federal Government,6,20,17,17,"265,501","1,135",1.42,1.58
2025,North Dakota,"McHenry County, North Dakota",Federal Government,11,34,33,34,"607,848","1,389",1.36,1.36
2025,North Dakota,"McIntosh County, North Dakota",Federal Government,6,20,19,18,"293,515","1,188",0.94,1.02
2025,North Dakota,"McKenzie County, North Dakota",Federal Government,10,67,64,65,"1,376,795","1,621",0.29,0.2
2025,North Dakota,"McLean County, North Dakota",Federal Government,15,116,117,113,"1,920,064","1,281",1.71,1.31
2025,North Dakota,"Mercer County, North Dakota",Federal Government,9,32,30,34,"582,343","1,400",0.41,0.26
2025,North Dakota,"Morton County, North Dakota",Federal Government,11,118,108,108,"2,402,198","1,660",0.46,0.54
2025,North Dakota,"Mountrail County, North Dakota",Federal Government,9,43,37,42,"830,261","1,570",0.41,0.31
2025,North Dakota,"Nelson County, North Dakota",Federal Government,10,19,18,21,"286,435","1,140",1.08,0.95
2025,North Dakota,"Oliver County, North Dakota",Federal Government,4,6,8,8,"94,727",994,0.64,0.23
2025,North Dakota,"Pembina County, North Dakota",Federal Government,15,208,209,203,"6,186,334","2,303",3.33,5.32
2025,North Dakota,"Pierce County, North Dakota",Federal Government,5,20,19,21,"337,607","1,298",0.68,0.63
2025,North Dakota,"Ramsey County, North Dakota",Federal Government,17,127,131,129,"2,561,340","1,527",1.22,1.44
2025,North Dakota,"Ransom County, North Dakota",Federal Government,8,43,39,42,"664,996","1,238",1.1,1.06
2025,North Dakota,"Renville County, North Dakota",Federal Government,8,28,26,23,"519,055","1,556",1.75,2.37
2025,North Dakota,"Richland County, North Dakota",Federal Government,15,56,53,53,"841,404","1,199",0.35,0.31
2025,North Dakota,"Rolette County, North Dakota",Federal Government,16,906,904,907,"17,687,385","1,502",10.11,11.74
2025,North Dakota,"Sargent County, North Dakota",Federal Government,8,34,29,30,"468,067","1,161",0.59,0.43
2025,North Dakota,"Sheridan County, North Dakota",Federal Government,5,13,10,10,"202,465","1,416",2.43,4.18
2025,North Dakota,"Sioux County, North Dakota",Federal Government,9,208,207,206,"4,822,151","1,792",6.93,8.76
2025,North Dakota,"Slope County, North Dakota",Federal Government,1,0,0,0,0,0,0,0
2025,North Dakota,"Stark County, North Dakota",Federal Government,15,209,206,205,"4,384,003","1,632",0.56,0.5
2025,North Dakota,"Steele County, North Dakota",Federal Government,6,13,10,9,"143,535","1,035",0.89,0.71
2025,North Dakota,"Stutsman County, North Dakota",Federal Government,18,138,137,137,"2,753,300","1,542",0.64,0.67
2025,North Dakota,"Towner County, North Dakota",Federal Government,7,19,14,14,"268,264","1,317",1.14,1.3
2025,North Dakota,"Traill County, North Dakota",Federal Government,10,34,35,34,"606,888","1,360",0.5,0.45
2025,North Dakota,"Walsh County, North Dakota",Federal Government,13,53,50,51,"889,348","1,333",0.58,0.56
2025,North Dakota,"Ward County, North Dakota",Federal Government,50,"1,262","1,248","1,223","19,731,404","1,220",2.06,1.63
2025,North Dakota,"Wells County, North Dakota",Federal Government,9,23,21,20,"332,032","1,197",0.73,0.77
2025,North Dakota,"Williams County, North Dakota",Federal Government,20,94,88,95,"1,913,457","1,594",0.19,0.12
2025,North Dakota,"Unknown Or Undefined, North Dakota",Federal Government,38,202,205,207,"5,385,247","2,024",4.28,3.14
2025,Ohio,"Adams County, Ohio",Federal Government,10,68,68,66,"1,004,390","1,147",0.49,0.42
2025,Ohio,"Allen County, Ohio",Federal Government,15,339,329,319,"7,190,028","1,681",0.33,0.38
2025,Ohio,"Ashland County, Ohio",Federal Government,13,97,90,93,"1,808,356","1,490",0.26,0.32
2025,Ohio,"Ashtabula County, Ohio",Federal Government,21,189,176,179,"3,485,089","1,478",0.32,0.39
2025,Ohio,"Athens County, Ohio",Federal Government,23,283,281,282,"5,748,355","1,568",0.7,0.86
2025,Ohio,"Auglaize County, Ohio",Federal Government,11,94,91,94,"1,614,873","1,336",0.22,0.19
2025,Ohio,"Belmont County, Ohio",Federal Government,22,146,146,145,"2,740,706","1,447",0.37,0.4
2025,Ohio,"Brown County, Ohio",Federal Government,14,106,105,104,"1,959,655","1,436",0.67,0.89
2025,Ohio,"Butler County, Ohio",Federal Government,28,598,591,600,"12,852,358","1,658",0.19,0.17
2025,Ohio,"Carroll County, Ohio",Federal Government,9,40,37,38,"684,950","1,374",0.33,0.36
2025,Ohio,"Champaign County, Ohio",Federal Government,11,70,74,73,"1,120,301","1,191",0.34,0.29
2025,Ohio,"Clark County, Ohio",Federal Government,16,454,457,453,"9,114,833","1,542",0.52,0.6
2025,Ohio,"Clermont County, Ohio",Federal Government,29,424,412,400,"9,118,805","1,703",0.34,0.38
2025,Ohio,"Clinton County, Ohio",Federal Government,10,121,122,126,"2,802,150","1,752",0.34,0.36
2025,Ohio,"Columbiana County, Ohio",Federal Government,27,575,569,565,"13,700,796","1,850",1.04,1.53
2025,Ohio,"Coshocton County, Ohio",Federal Government,10,81,80,80,"1,368,508","1,310",0.43,0.41
2025,Ohio,"Crawford County, Ohio",Federal Government,8,78,75,77,"1,288,256","1,293",0.31,0.32
2025,Ohio,"Cuyahoga County, Ohio",Federal Government,114,"16,245","16,117","16,047","418,933,947","1,997",1.2,1.17
2025,Ohio,"Darke County, Ohio",Federal Government,15,110,112,113,"1,960,672","1,351",0.32,0.32
2025,Ohio,"Defiance County, Ohio",Federal Government,10,78,78,78,"1,392,349","1,373",0.26,0.25
2025,Ohio,"Delaware County, Ohio",Federal Government,16,286,279,279,"5,754,797","1,573",0.15,0.11
2025,Ohio,"Erie County, Ohio",Federal Government,16,246,247,245,"5,671,438","1,773",0.37,0.49
2025,Ohio,"Fairfield County, Ohio",Federal Government,23,263,252,257,"5,372,166","1,606",0.28,0.34
2025,Ohio,"Fayette County, Ohio",Federal Government,7,53,52,52,"930,140","1,367",0.23,0.24
2025,Ohio,"Franklin County, Ohio",Federal Government,100,"13,757","13,702","13,714","316,841,200","1,776",0.91,0.81
2025,Ohio,"Fulton County, Ohio",Federal Government,11,81,79,79,"1,440,089","1,390",0.23,0.23
2025,Ohio,"Gallia County, Ohio",Federal Government,12,59,58,63,"1,113,000","1,427",0.29,0.3
2025,Ohio,"Geauga County, Ohio",Federal Government,11,99,97,96,"1,968,299","1,556",0.14,0.15
2025,Ohio,"Greene County, Ohio",Federal Government,51,"16,219","16,167","16,244","420,265,993","1,994",10.39,11.34
2025,Ohio,"Guernsey County, Ohio",Federal Government,17,114,106,109,"2,153,889","1,511",0.39,0.44
2025,Ohio,"Hamilton County, Ohio",Federal Government,86,"8,672","8,599","8,502","231,836,451","2,076",0.86,0.84
2025,Ohio,"Hancock County, Ohio",Federal Government,15,147,144,141,"2,805,327","1,499",0.17,0.14
2025,Ohio,"Hardin County, Ohio",Federal Government,11,49,51,53,"899,884","1,357",0.36,0.36
2025,Ohio,"Harrison County, Ohio",Federal Government,12,44,42,43,"719,832","1,288",0.58,0.5
2025,Ohio,"Henry County, Ohio",Federal Government,15,64,63,68,"1,164,112","1,378",0.33,0.32
2025,Ohio,"Highland County, Ohio",Federal Government,11,95,89,91,"1,636,820","1,374",0.44,0.53
2025,Ohio,"Hocking County, Ohio",Federal Government,6,42,41,43,"696,405","1,275",0.31,0.38
2025,Ohio,"Holmes County, Ohio",Federal Government,15,66,61,59,"1,243,487","1,543",0.14,0.17
2025,Ohio,"Huron County, Ohio",Federal Government,13,134,126,126,"2,355,313","1,408",0.31,0.34
2025,Ohio,"Jackson County, Ohio",Federal Government,7,69,72,74,"1,270,555","1,364",0.39,0.43
2025,Ohio,"Jefferson County, Ohio",Federal Government,24,148,149,149,"2,634,234","1,363",0.39,0.42
2025,Ohio,"Knox County, Ohio",Federal Government,13,103,100,101,"1,819,328","1,381",0.26,0.26
2025,Ohio,"Lake County, Ohio",Federal Government,16,393,386,384,"8,086,773","1,605",0.2,0.21
2025,Ohio,"Lawrence County, Ohio",Federal Government,12,135,130,127,"2,265,817","1,334",0.48,0.54
2025,Ohio,"Licking County, Ohio",Federal Government,25,403,401,401,"8,359,153","1,601",0.28,0.29
2025,Ohio,"Logan County, Ohio",Federal Government,16,137,131,139,"3,021,624","1,713",0.37,0.45
2025,Ohio,"Lorain County, Ohio",Federal Government,25,"1,113","1,102","1,097","37,210,652","2,593",0.59,1.06
2025,Ohio,"Lucas County, Ohio",Federal Government,47,"1,762","1,771","1,747","38,185,083","1,669",0.47,0.47
2025,Ohio,"Madison County, Ohio",Federal Government,10,88,83,84,"1,536,823","1,391",0.19,0.18
2025,Ohio,"Mahoning County, Ohio",Federal Government,38,"1,183","1,175","1,177","24,413,194","1,594",0.66,0.77
2025,Ohio,"Marion County, Ohio",Federal Government,12,111,111,115,"1,919,431","1,314",0.25,0.24
2025,Ohio,"Medina County, Ohio",Federal Government,26,384,375,377,"8,043,914","1,634",0.32,0.34
2025,Ohio,"Meigs County, Ohio",Federal Government,11,57,58,56,"891,722","1,203",0.86,1
2025,Ohio,"Mercer County, Ohio",Federal Government,13,87,92,89,"1,839,510","1,584",0.23,0.28
2025,Ohio,"Miami County, Ohio",Federal Government,16,203,197,198,"3,544,048","1,368",0.25,0.24
2025,Ohio,"Monroe County, Ohio",Federal Government,9,49,49,49,"855,339","1,343",0.93,1.04
2025,Ohio,"Montgomery County, Ohio",Federal Government,51,"4,717","4,677","4,659","124,092,621","2,038",0.97,1.21
2025,Ohio,"Morgan County, Ohio",Federal Government,5,47,47,47,"771,310","1,262",0.88,0.85
2025,Ohio,"Morrow County, Ohio",Federal Government,9,47,48,46,"783,610","1,283",0.46,0.52
2025,Ohio,"Muskingum County, Ohio",Federal Government,21,233,233,230,"4,196,581","1,391",0.34,0.35
2025,Ohio,"Noble County, Ohio",Federal Government,3,13,16,16,"237,230","1,217",0.28,0.25
2025,Ohio,"Ottawa County, Ohio",Federal Government,22,258,250,251,"6,511,195","1,980",1.02,1.36
2025,Ohio,"Paulding County, Ohio",Federal Government,11,42,44,44,"737,030","1,308",0.45,0.43
2025,Ohio,"Perry County, Ohio",Federal Government,10,61,63,63,"1,018,980","1,257",0.53,0.5
2025,Ohio,"Pickaway County, Ohio",Federal Government,10,99,97,102,"1,688,823","1,308",0.33,0.28
2025,Ohio,"Pike County, Ohio",Federal Government,6,56,54,50,"1,432,861","2,067",0.25,0.34
2025,Ohio,"Portage County, Ohio",Federal Government,24,337,327,325,"6,630,965","1,547",0.3,0.31
2025,Ohio,"Preble County, Ohio",Federal Government,12,70,71,71,"1,172,803","1,277",0.32,0.28
2025,Ohio,"Putnam County, Ohio",Federal Government,13,59,59,59,"1,024,800","1,336",0.25,0.25
2025,Ohio,"Richland County, Ohio",Federal Government,21,537,530,525,"11,569,387","1,677",0.56,0.73
2025,Ohio,"Ross County, Ohio",Federal Government,18,"1,768","1,754","1,742","43,923,588","1,926",3.12,4.08
2025,Ohio,"Sandusky County, Ohio",Federal Government,12,111,109,113,"1,808,510","1,253",0.24,0.22
2025,Ohio,"Scioto County, Ohio",Federal Government,15,171,169,172,"3,449,242","1,555",0.36,0.43
2025,Ohio,"Seneca County, Ohio",Federal Government,17,116,108,114,"2,033,341","1,388",0.32,0.34
2025,Ohio,"Shelby County, Ohio",Federal Government,12,64,63,66,"1,152,640","1,378",0.13,0.12
2025,Ohio,"Stark County, Ohio",Federal Government,44,920,903,897,"19,574,567","1,661",0.3,0.35
2025,Ohio,"Summit County, Ohio",Federal Government,46,"1,921","1,943","1,940","43,725,577","1,739",0.39,0.39
2025,Ohio,"Trumbull County, Ohio",Federal Government,37,498,480,478,"9,404,678","1,491",0.38,0.42
2025,Ohio,"Tuscarawas County, Ohio",Federal Government,27,252,253,252,"5,026,625","1,532",0.36,0.41
2025,Ohio,"Union County, Ohio",Federal Government,9,70,74,75,"1,292,399","1,362",0.11,0.08
2025,Ohio,"Van Wert County, Ohio",Federal Government,9,36,38,38,"724,701","1,493",0.18,0.2
2025,Ohio,"Vinton County, Ohio",Federal Government,4,16,17,16,"240,937","1,135",0.38,0.38
2025,Ohio,"Warren County, Ohio",Federal Government,22,346,333,331,"6,869,921","1,570",0.17,0.15
2025,Ohio,"Washington County, Ohio",Federal Government,25,382,380,382,"9,293,446","1,875",0.79,0.95
